DATE,CURRENCY,IMPACT,EVENT,ACTUAL,FORECAST,PREVIOUS
2014-02-05 04:15:00,EUR,Medium Impact Expected,Spanish Services PMI,54.9,55.3,54.2
2014-02-05 04:45:00,EUR,Medium Impact Expected,Italian Services PMI,49.4,48.2,47.9
2014-02-05 04:50:00,EUR,Low Impact Expected,French Final Services PMI,48.9,48.6,48.6
2014-02-05 04:55:00,EUR,Low Impact Expected,German Final Services PMI,53.1,53.6,53.6
2014-02-05 05:00:00,EUR,Low Impact Expected,Final Services PMI,51.6,51.9,51.9
2014-02-05 05:30:00,GBP,High Impact Expected,Services PMI,58.3,59.1,58.8
2014-02-05 06:00:00,EUR,Medium Impact Expected,Retail Sales m/m,-1.6%,-0.7%,0.9%
2014-02-05 09:15:00,USD,High Impact Expected,ADP Non-Farm Employment Change,175K,191K,227K
2014-02-05 09:30:00,CAD,High Impact Expected,Building Permits m/m,-4.1%,2.3%,-6.6%
2014-02-05 10:00:00,USD,Low Impact Expected,Final Services PMI,56.7,56.6,56.6
2014-02-05 11:00:00,USD,High Impact Expected,ISM Non-Manufacturing PMI,54.0,53.6,53.0
2014-02-05 11:00:00,USD,Low Impact Expected,FOMC Member Tarullo Speaks,,,
2014-02-05 11:30:00,USD,Medium Impact Expected,Crude Oil Inventories,0.4M,2.2M,6.4M
2014-02-05 13:30:00,USD,Medium Impact Expected,FOMC Member Plosser Speaks,,,
2014-02-05 00:00:00,NZD,Non-Economic,Bank Holiday,,,
2014-02-05 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2014-02-05 20:30:00,AUD,High Impact Expected,Retail Sales m/m,0.5%,0.5%,0.7%
2014-02-05 20:30:00,AUD,High Impact Expected,Trade Balance,0.47B,-0.27B,0.08B
2014-02-05 20:30:00,AUD,Medium Impact Expected,NAB Quarterly Business Confidence,8,,5
2014-02-05 23:45:00,JPY,Low Impact Expected,30-y Bond Auction,1.59|3.4,,1.67|3.3
2014-02-06 02:45:00,CHF,Low Impact Expected,SECO Consumer Climate,2,0,-5
2014-02-06 03:00:00,CHF,Low Impact Expected,Trade Balance,0.50B,2.41B,2.03B
2014-02-06 04:00:00,GBP,Medium Impact Expected,Halifax HPI m/m,1.1%,1.1%,-0.5%
2014-02-06 05:10:00,EUR,Low Impact Expected,Retail PMI,50.5,,47.7
2014-02-06 05:59:00,EUR,Medium Impact Expected,French 10-y Bond Auction,2.25|2.1,,2.51|1.5
2014-02-06 07:00:00,EUR,Medium Impact Expected,German Factory Orders m/m,-0.5%,0.3%,2.4%
2014-02-06 08:00:00,GBP,High Impact Expected,Asset Purchase Facility,375B,375B,375B
2014-02-06 08:00:00,GBP,High Impact Expected,Official Bank Rate,0.50%,0.50%,0.50%
2014-02-06 08:30:00,USD,Low Impact Expected,Challenger Job Cuts y/y,11.6%,,-5.9%
2014-02-06 08:45:00,EUR,High Impact Expected,Main Refinancing Rate,0.25%,0.25%,0.25%
2014-02-06 09:30:00,CAD,High Impact Expected,Trade Balance,-1.7B,0.7B,-1.5B
2014-02-06 09:30:00,EUR,High Impact Expected,ECB Press Conference,,,
2014-02-06 09:30:00,USD,High Impact Expected,Trade Balance,-38.7B,-35.8B,-34.6B
2014-02-06 09:30:00,USD,High Impact Expected,Unemployment Claims,331K,337K,351K
2014-02-06 09:30:00,USD,Medium Impact Expected,Prelim Nonfarm Productivity q/q,3.2%,2.8%,3.0%
2014-02-06 09:30:00,USD,Medium Impact Expected,Prelim Unit Labor Costs q/q,-1.6%,-0.7%,-1.4%
2014-02-06 11:00:00,CAD,High Impact Expected,Ivey PMI,56.8,51.3,46.3
2014-02-06 11:00:00,USD,Low Impact Expected,FOMC Member Tarullo Speaks,,,
2014-02-06 11:30:00,USD,Low Impact Expected,Natural Gas Storage,-262B,-270B,-230B
2014-02-06 18:14:00,AUD,Low Impact Expected,AIG Construction Index,48.2,,50.8
2014-02-06 20:30:00,AUD,High Impact Expected,RBA Monetary Policy Statement,,,
2014-02-06 21:45:00,CNY,Medium Impact Expected,Caixin Services PMI,50.7,,50.9
2014-02-07 01:00:00,JPY,Low Impact Expected,Leading Indicators,112.1%,111.9%,111.1%
2014-02-07 03:00:00,EUR,Medium Impact Expected,German Trade Balance,18.5B,17.3B,18.9B
2014-02-07 03:45:00,EUR,Low Impact Expected,French Gov Budget Balance,-74.9B,,-87.0B
2014-02-07 03:45:00,EUR,Low Impact Expected,French Trade Balance,-5.2B,-5.6B,-5.7B
2014-02-07 04:00:00,CHF,Medium Impact Expected,Foreign Currency Reserves,438B,,435B
2014-02-07 04:15:00,CHF,Medium Impact Expected,Retail Sales y/y,2.3%,3.9%,4.2%
2014-02-07 04:31:00,EUR,High Impact Expected,German Constitutional Court Ruling,,,
2014-02-07 05:30:00,GBP,High Impact Expected,Manufacturing Production m/m,0.3%,0.6%,-0.1%
2014-02-07 05:30:00,GBP,Medium Impact Expected,Goods Trade Balance,-7.7B,-9.3B,-9.8B
2014-02-07 05:30:00,GBP,Low Impact Expected,Industrial Production m/m,0.4%,0.7%,-0.1%
2014-02-07 07:00:00,EUR,Medium Impact Expected,German Industrial Production m/m,-0.6%,0.5%,2.4%
2014-02-07 09:30:00,CAD,High Impact Expected,Employment Change,29.4K,19.7K,-45.9K
2014-02-07 09:30:00,CAD,High Impact Expected,Unemployment Rate,7.0%,7.1%,7.2%
2014-02-07 09:30:00,USD,High Impact Expected,Non-Farm Employment Change,113K,185K,75K
2014-02-07 09:30:00,USD,High Impact Expected,Unemployment Rate,6.6%,6.7%,6.7%
2014-02-07 09:30:00,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.2%,0.2%,0.0%
2014-02-07 11:00:00,GBP,Medium Impact Expected,NIESR GDP Estimate,0.8%,,0.7%
2014-02-07 16:00:00,USD,Low Impact Expected,Consumer Credit m/m,18.8B,12.4B,12.4B
2014-02-07 16:25:00,CAD,Low Impact Expected,Gov Council Member Macklem Speaks,,,
2014-02-09 19:50:00,JPY,Medium Impact Expected,Current Account,-0.20T,-0.06T,-0.05T
2014-02-09 19:50:00,JPY,Low Impact Expected,Bank Lending y/y,2.3%,,2.3%
2014-02-10 01:00:00,JPY,Low Impact Expected,Consumer Confidence,40.5,43.9,41.3
2014-02-10 02:00:00,JPY,Low Impact Expected,Economy Watchers Sentiment,54.7,55.5,55.7
2014-02-10 02:45:00,CHF,Low Impact Expected,Unemployment Rate,3.2%,3.2%,3.2%
2014-02-10 03:45:00,EUR,Medium Impact Expected,French Industrial Production m/m,-0.3%,-0.1%,1.2%
2014-02-10 05:00:00,EUR,Low Impact Expected,Italian Industrial Production m/m,-0.9%,0.0%,0.3%
2014-02-10 05:30:00,EUR,Low Impact Expected,Sentix Investor Confidence,13.3,10.3,11.9
2014-02-10 09:13:00,CAD,Low Impact Expected,Housing Starts,180K,184K,188K
2014-02-10 13:50:00,CAD,Medium Impact Expected,Gov Council Member Murray Speaks,,,
2014-02-10 00:00:00,JPY,Non-Economic,Bank Holiday,,,
2014-02-10 20:01:00,GBP,Medium Impact Expected,BRC Retail Sales Monitor y/y,3.9%,,0.4%
2014-02-10 20:30:00,AUD,High Impact Expected,NAB Business Confidence,8,,8
2014-02-10 20:30:00,AUD,Medium Impact Expected,HPI q/q,3.4%,3.2%,1.9%
2014-02-10 20:30:00,AUD,Medium Impact Expected,Home Loans m/m,-1.9%,0.5%,1.4%
2014-02-11 08:30:00,USD,Low Impact Expected,NFIB Small Business Index,94.1,93.6,93.9
2014-02-11 10:00:00,USD,Medium Impact Expected,FOMC Member Plosser Speaks,,,
2014-02-11 11:00:00,USD,High Impact Expected,Fed Chair Yellen Testifies,,,
2014-02-11 11:00:00,USD,High Impact Expected,JOLTS Job Openings,3.99M,4.04M,4.03M
2014-02-11 11:00:00,USD,Low Impact Expected,Fed Monetary Policy Report,,,
2014-02-11 11:00:00,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.3%,0.5%,0.5%
2014-02-11 17:00:00,CAD,Medium Impact Expected,Annual Budget Release,,,
2014-02-11 19:30:00,AUD,Medium Impact Expected,Westpac Consumer Sentiment,-3.0%,,-1.7%
2014-02-11 19:50:00,JPY,Medium Impact Expected,Core Machinery Orders m/m,-15.7%,-4.1%,9.3%
2014-02-11 19:50:00,JPY,Medium Impact Expected,Tertiary Industry Activity m/m,-0.4%,-0.2%,0.8%
2014-02-11 19:50:00,JPY,Low Impact Expected,M2 Money Stock y/y,4.4%,4.2%,4.3%
2014-02-11 22:02:00,CNY,High Impact Expected,USD-Denominated Trade Balance,31.9B,24.2B,25.6B
2014-02-12 02:00:00,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,39.6%,,28.1%
2014-02-12 04:15:00,CHF,Medium Impact Expected,CPI m/m,-0.3%,-0.3%,-0.2%
2014-02-12 06:00:00,EUR,Medium Impact Expected,Industrial Production m/m,-0.7%,-0.2%,1.6%
2014-02-12 06:00:00,GBP,Low Impact Expected,CB Leading Index m/m,-0.1%,,0.5%
2014-02-12 06:30:00,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
2014-02-12 06:30:00,GBP,High Impact Expected,BOE Inflation Report,,,
2014-02-12 11:30:00,EUR,High Impact Expected,ECB President Draghi Speaks,,,
2014-02-12 11:30:00,USD,Medium Impact Expected,Crude Oil Inventories,3.3M,2.5M,0.4M
2014-02-12 14:01:00,USD,Medium Impact Expected,10-y Bond Auction,2.80|2.5,,3.01|2.7
2014-02-12 14:59:00,USD,Medium Impact Expected,Federal Budget Balance,-10.4B,-16.4B,53.2B
2014-02-12 17:30:00,NZD,Medium Impact Expected,Business NZ Manufacturing Index,56.2,,56.4
2014-02-12 19:50:00,JPY,Low Impact Expected,PPI y/y,2.4%,2.4%,2.5%
2014-02-12 20:00:00,AUD,Medium Impact Expected,MI Inflation Expectations,2.3%,,2.3%
2014-02-12 20:01:00,GBP,Low Impact Expected,RICS House Price Balance,53%,58%,56%
2014-02-12 20:30:00,AUD,High Impact Expected,Employment Change,-3.7K,15.3K,-23.0K
2014-02-12 20:30:00,AUD,High Impact Expected,Unemployment Rate,6.0%,5.9%,5.8%
2014-02-12 21:25:00,AUD,Medium Impact Expected,RBA Assist Gov Debelle Speaks,,,
2014-02-13 03:00:00,EUR,Low Impact Expected,German Final CPI m/m,-0.6%,-0.6%,-0.6%
2014-02-13 04:15:00,CHF,Medium Impact Expected,PPI m/m,0.0%,-0.1%,0.0%
2014-02-13 05:00:00,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
2014-02-13 09:30:00,CAD,Medium Impact Expected,NHPI m/m,0.1%,0.2%,0.0%
2014-02-13 09:30:00,USD,High Impact Expected,Core Retail Sales m/m,0.0%,0.1%,0.3%
2014-02-13 09:30:00,USD,High Impact Expected,Retail Sales m/m,-0.4%,0.0%,-0.1%
2014-02-13 09:30:00,USD,High Impact Expected,Unemployment Claims,339K,331K,331K
2014-02-13 11:00:00,USD,Medium Impact Expected,Business Inventories m/m,0.5%,0.4%,0.4%
2014-02-13 11:30:00,USD,Low Impact Expected,Natural Gas Storage,-237B,-234B,-262B
2014-02-13 14:01:00,USD,Low Impact Expected,30-y Bond Auction,3.69|2.3,,3.90|2.6
2014-02-13 16:55:00,NZD,Low Impact Expected,REINZ HPI m/m,-2.4%,,-1.0%
2014-02-13 17:45:00,NZD,Low Impact Expected,FPI m/m,1.2%,,-0.1%
2014-02-13 18:05:00,AUD,Medium Impact Expected,RBA Assist Gov Kent Speaks,,,
2014-02-13 21:30:00,CNY,High Impact Expected,CPI y/y,2.5%,2.4%,2.5%
2014-02-13 21:30:00,CNY,Medium Impact Expected,PPI y/y,-1.6%,-1.6%,-1.4%
2014-02-14 02:30:00,EUR,Medium Impact Expected,French Prelim GDP q/q,0.3%,0.2%,0.0%
2014-02-14 03:00:00,EUR,Medium Impact Expected,German Prelim GDP q/q,0.4%,0.3%,0.3%
2014-02-14 03:45:00,EUR,Medium Impact Expected,French Prelim Private Payrolls q/q,0.1%,-0.1%,-0.1%
2014-02-14 05:00:00,EUR,Medium Impact Expected,Italian Prelim GDP q/q,0.1%,0.1%,-0.1%
2014-02-14 05:30:00,GBP,Low Impact Expected,Construction Output m/m,2.0%,2.2%,-4.0%
2014-02-14 06:00:00,EUR,Medium Impact Expected,Flash GDP q/q,0.3%,0.2%,0.1%
2014-02-14 09:30:00,CAD,High Impact Expected,Manufacturing Sales m/m,-0.9%,0.2%,0.5%
2014-02-14 09:30:00,USD,Medium Impact Expected,Import Prices m/m,0.1%,-0.1%,0.2%
2014-02-14 10:15:00,USD,Medium Impact Expected,Capacity Utilization Rate,78.5%,79.4%,78.9%
2014-02-14 10:15:00,USD,Medium Impact Expected,Industrial Production m/m,-0.3%,0.2%,0.3%
2014-02-14 10:55:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,81.2,80.6,81.2
2014-02-14 10:55:00,USD,Low Impact Expected,Prelim UoM Inflation Expectations,3.3%,,3.1%
2014-02-15 04:06:00,CNY,Medium Impact Expected,New Loans,1320B,1075B,483B
2014-02-15 04:06:00,CNY,Low Impact Expected,M2 Money Supply y/y,13.2%,13.3%,13.6%
2014-02-16 05:00:00,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
2014-02-16 17:45:00,NZD,High Impact Expected,Retail Sales q/q,1.2%,1.7%,0.2%
2014-02-16 17:45:00,NZD,Medium Impact Expected,Core Retail Sales q/q,0.7%,1.2%,-0.2%
2014-02-16 19:50:00,JPY,Medium Impact Expected,Prelim GDP q/q,0.3%,0.7%,0.3%
2014-02-16 19:50:00,JPY,Low Impact Expected,Prelim GDP Price Index y/y,-0.4%,-0.2%,-0.3%
2014-02-16 19:52:00,GBP,Low Impact Expected,Rightmove HPI m/m,3.3%,,1.0%
2014-02-16 20:30:00,AUD,Medium Impact Expected,New Motor Vehicle Sales m/m,-3.5%,,1.4%
2014-02-17 00:30:00,JPY,Low Impact Expected,Revised Industrial Production m/m,0.9%,1.1%,1.1%
2014-02-17 00:00:00,EUR,Medium Impact Expected,Eurogroup Meetings,,,
2014-02-17 07:00:00,EUR,Medium Impact Expected,German Buba Monthly Report,,,
2014-02-17 00:00:00,USD,Non-Economic,Bank Holiday,,,
2014-02-17 20:30:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,
2014-02-17 22:00:00,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,16.1%,,5.3%
2014-02-17 23:28:00,JPY,High Impact Expected,Monetary Policy Statement,,,
2014-02-18 03:21:00,JPY,High Impact Expected,BOJ Press Conference,,,
2014-02-18 05:00:00,EUR,Medium Impact Expected,Current Account,21.3B,19.8B,23.3B
2014-02-18 05:00:00,EUR,Low Impact Expected,Italian Trade Balance,3.62B,2.79B,3.09B
2014-02-18 05:30:00,GBP,High Impact Expected,CPI y/y,1.9%,2.0%,2.0%
2014-02-18 05:30:00,GBP,Medium Impact Expected,PPI Input m/m,-0.9%,-0.4%,0.2%
2014-02-18 05:30:00,GBP,Medium Impact Expected,RPI y/y,2.8%,2.7%,2.7%
2014-02-18 05:30:00,GBP,Low Impact Expected,Core CPI y/y,1.6%,1.9%,1.7%
2014-02-18 05:30:00,GBP,Low Impact Expected,ONS HPI y/y,5.5%,5.8%,5.4%
2014-02-18 05:30:00,GBP,Low Impact Expected,PPI Output m/m,0.3%,0.2%,0.0%
2014-02-18 06:00:00,EUR,High Impact Expected,German ZEW Economic Sentiment,55.7,61.3,61.7
2014-02-18 06:00:00,EUR,Medium Impact Expected,ZEW Economic Sentiment,68.5,73.9,73.3
2014-02-18 00:00:00,EUR,Medium Impact Expected,ECOFIN Meetings,,,
2014-02-18 09:30:00,CAD,Medium Impact Expected,Foreign Securities Purchases,-4.28B,9.97B,9.07B
2014-02-18 09:30:00,NZD,Low Impact Expected,GDT Price Index,-1.2%,,0.5%
2014-02-18 09:30:00,USD,Medium Impact Expected,Empire State Manufacturing Index,4.5,9.9,12.5
2014-02-18 10:00:00,USD,Medium Impact Expected,TIC Long-Term Purchases,-45.9B,28.9B,-28.0B
2014-02-18 11:00:00,USD,Medium Impact Expected,NAHB Housing Market Index,46,56,56
2014-02-18 19:00:00,AUD,Medium Impact Expected,CB Leading Index m/m,0.8%,,0.2%
2014-02-18 19:30:00,AUD,Low Impact Expected,MI Leading Index m/m,-0.2%,,0.1%
2014-02-18 20:30:00,AUD,Medium Impact Expected,Wage Price Index q/q,0.7%,0.7%,0.5%
2014-02-19 00:30:00,JPY,Low Impact Expected,All Industries Activity m/m,-0.1%,0.2%,0.4%
2014-02-19 01:00:00,JPY,Low Impact Expected,BOJ Monthly Report,,,
2014-02-19 05:30:00,GBP,High Impact Expected,Claimant Count Change,-27.6K,-18.3K,-27.7K
2014-02-19 05:30:00,GBP,High Impact Expected,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-9
2014-02-19 05:30:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9
2014-02-19 05:30:00,GBP,High Impact Expected,Unemployment Rate,7.2%,7.1%,7.1%
2014-02-19 05:30:00,GBP,Medium Impact Expected,Average Earnings Index 3m/y,1.1%,0.9%,0.9%
2014-02-19 06:00:00,CHF,Medium Impact Expected,Credit Suisse Economic Expectations,28.7,,36.4
2014-02-19 06:34:00,EUR,Medium Impact Expected,German 10-y Bond Auction,1.64|1.1,,1.77|1.8
2014-02-19 09:30:00,CAD,Medium Impact Expected,Wholesale Sales m/m,-1.4%,-0.5%,-0.2%
2014-02-19 09:30:00,USD,High Impact Expected,Building Permits,0.94M,0.98M,0.99M
2014-02-19 09:30:00,USD,High Impact Expected,PPI m/m,0.2%,0.2%,0.1%
2014-02-19 09:30:00,USD,Medium Impact Expected,Core PPI m/m,0.2%,0.2%,0.0%
2014-02-19 09:30:00,USD,Medium Impact Expected,Housing Starts,0.88M,0.95M,1.05M
2014-02-19 15:00:00,USD,High Impact Expected,FOMC Meeting Minutes,,,
2014-02-19 17:45:00,NZD,High Impact Expected,PPI Input q/q,-0.7%,0.9%,2.2%
2014-02-19 17:45:00,NZD,Low Impact Expected,PPI Output q/q,-0.4%,1.4%,2.4%
2014-02-19 19:50:00,JPY,Medium Impact Expected,Trade Balance,-1.82T,-1.56T,-1.26T
2014-02-19 21:45:00,CNY,High Impact Expected,Caixin Flash Manufacturing PMI,48.3,49.4,49.5
2014-02-20 03:00:00,CHF,Low Impact Expected,Trade Balance,2.59B,1.47B,0.52B
2014-02-20 03:00:00,EUR,Medium Impact Expected,German PPI m/m,-0.1%,0.3%,0.1%
2014-02-20 03:45:00,EUR,Low Impact Expected,French Final CPI m/m,-0.6%,-0.3%,0.3%
2014-02-20 04:00:00,EUR,High Impact Expected,French Flash Manufacturing PMI,48.5,49.6,49.3
2014-02-20 04:00:00,EUR,Medium Impact Expected,French Flash Services PMI,46.9,49.5,48.9
2014-02-20 04:30:00,EUR,High Impact Expected,German Flash Manufacturing PMI,54.7,56.4,56.5
2014-02-20 04:30:00,EUR,Medium Impact Expected,German Flash Services PMI,55.4,53.4,53.1
2014-02-20 05:00:00,EUR,Medium Impact Expected,Flash Manufacturing PMI,53.0,54.2,54.0
2014-02-20 05:00:00,EUR,Medium Impact Expected,Flash Services PMI,51.7,51.9,51.6
2014-02-20 05:42:00,EUR,Medium Impact Expected,Spanish 10-y Bond Auction,3.56|1.9,,4.10|3.6
2014-02-20 06:34:00,GBP,Low Impact Expected,10-y Bond Auction,2.73|1.8,,2.87|1.7
2014-02-20 07:00:00,GBP,Medium Impact Expected,CBI Industrial Order Expectations,3,6,-2
2014-02-20 09:30:00,USD,High Impact Expected,Core CPI m/m,0.1%,0.1%,0.1%
2014-02-20 09:30:00,USD,High Impact Expected,Unemployment Claims,336K,335K,339K
2014-02-20 09:30:00,USD,Medium Impact Expected,CPI m/m,0.1%,0.1%,0.3%
2014-02-20 10:00:00,USD,Medium Impact Expected,Flash Manufacturing PMI,56.7,53.6,53.7
2014-02-20 11:00:00,EUR,Low Impact Expected,Consumer Confidence,-13,-11,-12
2014-02-20 11:00:00,USD,High Impact Expected,Philly Fed Manufacturing Index,-6.3,9.2,9.4
2014-02-20 11:00:00,USD,Medium Impact Expected,Mortgage Delinquencies,6.39%,,6.41%
2014-02-20 11:00:00,USD,Low Impact Expected,CB Leading Index m/m,0.3%,0.5%,0.0%
2014-02-20 11:30:00,USD,Low Impact Expected,Natural Gas Storage,-250B,-255B,-237B
2014-02-20 12:00:00,USD,Medium Impact Expected,Crude Oil Inventories,1.0M,2.1M,3.3M
2014-02-20 19:50:00,JPY,Medium Impact Expected,Monetary Policy Meeting Minutes,,,
2014-02-21 05:30:00,GBP,High Impact Expected,Retail Sales m/m,-1.5%,-0.9%,2.5%
2014-02-21 05:30:00,GBP,Medium Impact Expected,Public Sector Net Borrowing,-6.4B,-9.3B,9.0B
2014-02-21 09:30:00,CAD,High Impact Expected,Core CPI m/m,0.2%,0.1%,-0.4%
2014-02-21 09:30:00,CAD,High Impact Expected,Core Retail Sales m/m,-1.4%,0.2%,0.3%
2014-02-21 09:30:00,CAD,Medium Impact Expected,CPI m/m,0.3%,0.1%,-0.2%
2014-02-21 09:30:00,CAD,Medium Impact Expected,Retail Sales m/m,-1.8%,-0.5%,0.5%
2014-02-21 11:00:00,USD,High Impact Expected,Existing Home Sales,4.62M,4.73M,4.87M
2014-02-21 14:45:00,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
2014-02-21 00:00:00,All,High Impact Expected,G20 Meetings,,,
2014-02-22 00:00:00,All,High Impact Expected,G20 Meetings,,,
2014-02-23 22:00:00,NZD,Low Impact Expected,Credit Card Spending y/y,9.2%,,4.7%
2014-02-24 05:00:00,EUR,High Impact Expected,German Ifo Business Climate,111.3,110.7,110.6
2014-02-24 06:00:00,EUR,Medium Impact Expected,Final CPI y/y,0.8%,0.7%,0.7%
2014-02-24 06:00:00,EUR,Low Impact Expected,Final Core CPI y/y,0.8%,0.8%,0.8%
2014-02-24 10:00:00,USD,Low Impact Expected,Flash Services PMI,52.7,56.9,56.7
2014-02-24 10:12:00,EUR,Low Impact Expected,Belgian NBB Business Climate,-4.0,-5.4,-5.6
2014-02-24 19:50:00,JPY,Low Impact Expected,SPPI y/y,0.8%,1.2%,1.1%
2014-02-24 22:00:00,CNY,Low Impact Expected,CB Leading Index m/m,1.2%,,0.8%
2014-02-24 22:00:00,NZD,Medium Impact Expected,Inflation Expectations q/q,2.3%,,2.3%
2014-02-25 03:00:00,EUR,Low Impact Expected,German Final GDP q/q,0.4%,0.4%,0.4%
2014-02-25 05:00:00,EUR,Low Impact Expected,Italian Retail Sales m/m,-0.3%,0.4%,0.0%
2014-02-25 05:30:00,GBP,Medium Impact Expected,High Street Lending,50.0K,47.9K,47.1K
2014-02-25 07:00:00,GBP,Medium Impact Expected,CBI Realized Sales,37,15,14
2014-02-25 08:45:00,EUR,Medium Impact Expected,EU Economic Forecasts,,,
2014-02-25 09:30:00,CAD,Low Impact Expected,Corporate Profits q/q,0.8%,,1.5%
2014-02-25 10:00:00,USD,Medium Impact Expected,S&P/CS Composite-20 HPI y/y,13.4%,13.3%,13.7%
2014-02-25 10:00:00,USD,Low Impact Expected,HPI m/m,0.8%,0.4%,-0.1%
2014-02-25 10:59:00,USD,Low Impact Expected,Richmond Manufacturing Index,-6,13,12
2014-02-25 11:00:00,USD,High Impact Expected,CB Consumer Confidence,78.1,80.2,79.4
2014-02-25 11:10:00,USD,Low Impact Expected,FOMC Member Tarullo Speaks,,,
2014-02-25 20:30:00,AUD,Medium Impact Expected,Construction Work Done q/q,-1.0%,0.4%,3.0%
2014-02-26 03:00:00,CHF,Low Impact Expected,UBS Consumption Indicator,1.44,,1.80
2014-02-26 03:00:00,EUR,Medium Impact Expected,German GfK Consumer Climate,8.5,8.3,8.3
2014-02-26 05:25:00,GBP,Medium Impact Expected,MPC Member Broadbent Speaks,,,
2014-02-26 05:30:00,GBP,High Impact Expected,Second Estimate GDP q/q,0.7%,0.7%,0.7%
2014-02-26 05:30:00,GBP,Medium Impact Expected,Prelim Business Investment q/q,2.4%,2.6%,2.0%
2014-02-26 05:30:00,GBP,Low Impact Expected,Index of Services 3m/3m,0.8%,0.8%,0.9%
2014-02-26 06:34:00,EUR,Low Impact Expected,German 30-y Bond Auction,2.53|1.1,,2.64|1.4
2014-02-26 11:00:00,USD,High Impact Expected,New Home Sales,468K,406K,427K
2014-02-26 11:30:00,USD,Medium Impact Expected,Crude Oil Inventories,0.1M,1.1M,1.0M
2014-02-26 17:45:00,NZD,High Impact Expected,Trade Balance,306M,230M,493M
2014-02-26 17:45:00,NZD,Low Impact Expected,Visitor Arrivals m/m,2.6%,,0.3%
2014-02-26 20:30:00,AUD,High Impact Expected,Private Capital Expenditure q/q,-5.2%,-1.0%,2.6%
2014-02-26 20:30:00,USD,Medium Impact Expected,FOMC Member Pianalto Speaks,,,
2014-02-27 02:45:00,CHF,Medium Impact Expected,GDP q/q,0.2%,0.4%,0.5%
2014-02-27 03:00:00,EUR,Low Impact Expected,German Import Prices m/m,-0.1%,-0.1%,0.0%
2014-02-27 00:00:00,EUR,Medium Impact Expected,German Prelim CPI m/m,0.5%,0.6%,-0.6%
2014-02-27 04:15:00,CHF,Medium Impact Expected,Employment Level,4.19M,4.22M,4.20M
2014-02-27 04:55:00,EUR,Medium Impact Expected,German Unemployment Change,-14K,-10K,-28K
2014-02-27 05:00:00,EUR,Medium Impact Expected,M3 Money Supply y/y,1.2%,1.1%,1.0%
2014-02-27 05:00:00,EUR,Medium Impact Expected,Private Loans y/y,-2.2%,-2.2%,-2.3%
2014-02-27 06:17:00,EUR,Medium Impact Expected,Italian 10-y Bond Auction,3.42|1.6,,3.81|1.3
2014-02-27 09:00:00,EUR,Medium Impact Expected,German Buba President Weidmann Speaks,,,
2014-02-27 09:30:00,CAD,Medium Impact Expected,Current Account,-16.0B,-16.5B,-14.8B
2014-02-27 09:30:00,USD,High Impact Expected,Core Durable Goods Orders m/m,1.1%,-0.1%,-1.3%
2014-02-27 09:30:00,USD,High Impact Expected,Unemployment Claims,348K,333K,334K
2014-02-27 09:30:00,USD,Medium Impact Expected,Durable Goods Orders m/m,-1.0%,-0.7%,-4.2%
2014-02-27 11:00:00,USD,High Impact Expected,Fed Chair Yellen Testifies,,,
2014-02-27 11:30:00,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
2014-02-27 11:30:00,USD,Low Impact Expected,Natural Gas Storage,-95B,-110B,-250B
2014-02-27 17:45:00,NZD,Medium Impact Expected,Building Consents m/m,-8.3%,,7.1%
2014-02-27 19:05:00,GBP,Low Impact Expected,GfK Consumer Confidence,-7,-6,-7
2014-02-27 19:15:00,JPY,Low Impact Expected,Final Manufacturing PMI,55.5,,56.6
2014-02-27 19:30:00,JPY,Medium Impact Expected,Household Spending y/y,1.1%,0.5%,0.7%
2014-02-27 19:30:00,JPY,Medium Impact Expected,Tokyo Core CPI y/y,0.9%,0.8%,0.7%
2014-02-27 19:30:00,JPY,Low Impact Expected,National Core CPI y/y,1.3%,1.3%,1.3%
2014-02-27 19:30:00,JPY,Low Impact Expected,Unemployment Rate,3.7%,3.7%,3.7%
2014-02-27 19:50:00,JPY,Medium Impact Expected,Prelim Industrial Production m/m,4.0%,3.1%,0.9%
2014-02-27 19:50:00,JPY,Medium Impact Expected,Retail Sales y/y,4.4%,3.9%,2.5%
